Tanggal,Close_interpolated
2024-01-01,308.21795980780973
2024-01-02,297.80205407957556
2024-01-03,291.4268528108505
2024-01-04,283.11611892212665
2024-01-05,277.35108456782814
2024-01-06,269.5898768095956
2024-01-07,263.829074549808
2024-01-08,256.8857206380383
2024-01-09,251.06044478123079
2024-01-10,247.6923357528092
2024-01-11,243.27421599291606
2024-01-12,233.73265927959085
2024-01-13,230.10821328708448
2024-01-14,225.49096181668236
2024-01-15,218.3587639735219
2024-01-16,212.56506007186468
2024-01-17,210.36805349110668
2024-01-18,209.57970855308997
2024-01-19,205.66910104120208
2024-01-20,195.3469684701014
2024-01-21,193.067968366477
2024-01-22,188.65570715997302
2024-01-23,183.3179352702134
2024-01-24,183.18612656720782
2024-01-25,188.5650020156908
2024-01-26,184.35629694771666
2024-01-27,170.38552427761374
2024-01-28,158.12049772680436
2024-01-29,156.26771776279483
2024-01-30,153.61294301554076
2024-01-31,144.8528798772351
2024-02-01,134.43697414900086
2024-02-02,128.0617728802758
2024-02-03,119.75103899155201
2024-02-04,113.98600463725349
2024-02-05,106.22479687902094
2024-02-06,100.46399461923335
2024-02-07,93.52064070746364
2024-02-08,87.69536485065612
2024-02-09,84.32725582223455
2024-02-10,79.90913606234139
2024-02-11,70.36757934901618
2024-02-12,66.74313335650982
2024-02-13,62.12588188610769
2024-02-14,54.993684042947216
2024-02-15,49.19998014129002
2024-02-16,47.00297356053203
2024-02-17,46.2146286225153
2024-02-18,42.30402111062741
2024-02-19,31.981888539526725
2024-02-20,29.70288843590233
2024-02-21,25.290627229398353
2024-02-22,19.952855339638738
2024-02-23,19.82104663663315
2024-02-24,25.199922085116118
2024-02-25,20.991217017141985
2024-02-26,7.020444347039067
2024-02-27,-5.244582203770298
2024-02-28,-7.097362167779835
2024-02-29,-9.752136915033898
2024-03-01,-18.51220005333957
2024-03-02,-28.928105781573798
2024-03-03,-35.303307050298855
2024-03-04,-43.61404093902266
2024-03-05,-49.37907529332118
2024-03-06,-57.14028305155373
2024-03-07,-62.90108531134132
2024-03-08,-69.84443922311102
2024-03-09,-75.66971507991855
2024-03-10,-79.03782410834012
2024-03-11,-83.45594386823328
2024-03-12,-92.99750058155848
2024-03-13,-96.62194657406485
2024-03-14,-101.23919804446697
2024-03-15,-108.37139588762744
2024-03-16,-114.16509978928465
2024-03-17,-116.36210637004264
2024-03-18,-117.15045130805936
2024-03-19,-121.06105881994726
